company;name;avg_review;num_review;price;food_advice;country;region;wine_type;year;light_struct;dry_sweet;flat_acidic;notes
Colterenzio (Schreckbichl);LR;4.6;34;98.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Miscela;2017.0;65.0;30.0;38.0;wood/fruit tree/tropical note
Tenuta Sant'Antonio;Scaia Bianco (Garganega - Chardonnay);4.1;146;9.65;Pasta / Seafood / Hard and aged cheese;Italy;Veneto;Miscela;2021.0;61.0;25.0;51.0;fruit tree/citrus/tropical note
Ettore Germano;Hérzu Langhe Riesling;4.0;289;23.75;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Riesling Renano;2019.0;60.0;22.0;55.0;herbaceous/citrus/fruit tree
Jermann;Sauvignon;3.8;624;25.98;Pasta / Seafood / Hard and aged cheese;Italy;Venezia Giulia;Sauvignon Blanc;2016.0;55.0;19.0;56.0;citrus/fruit tree/herbaceous
Baglio del Cristo di Campobello;Laudàri Chardonnay;4.4;75;19.58;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Chardonnay;2020.0;67.0;6.0;34.0;wood/citrus/fruit tree
Le Mortelle;Vivia Maremma Toscana;3.8;317;9.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Miscela;2020.0;37.0;21.0;60.0;fruit tree/citrus/herbaceous
Tasca d'Almerita;Tenuta Regaleali Chardonnay Vigna San Francesco;4.3;205;36.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Contea di Sclafani;Chardonnay;2018.0;70.0;9.0;36.0;wood/fruit tree/citrus
Andrian;Gewürztraminer;3.8;101;11.95;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2020.0;65.0;35.0;29.0;fruit tree/herbaceous/tropical note
Antinori;Castello della Sala San Giovanni della Sala Classico Superiore;4.1;644;19.0;Pasta / Vegetarian / Appetizers and snacks;Italy;Orvieto;Miscela;2020.0;42.0;25.0;64.0;fruit tree/citrus/herbaceous
Tenuta Margon;Pietragrande Bianco;3.7;250;9.4;Pasta / Seafood / Hard and aged cheese;Italy;Trentino;Miscela;2019.0;57.0;23.0;53.0;citrus/fruit tree/vegetale
Sono Montenidoli;Fiore Vernaccia di San Gimignano;4.0;150;19.0;Pasta / Vegetarian / Appetizers and snacks;Italy;Vernaccia di San Gimignano;Vernaccia;2019.0;45.0;22.0;67.0;herbaceous/fruit tree/citrus
Arnaldo-Caprai;Cuvée Secrète Umbria;3.9;39;47.0;Pasta / Vegetarian / Appetizers and snacks;Italy;Umbria;Grechetto;2018.0;52.0;18.0;65.0;wood/spezie/herbaceous
Kössler;Sauvignon;3.8;268;15.4;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2019.0;61.0;18.0;51.0;citrus/fruit tree/vegetale
Tornatore;Etna Bianco;3.9;441;16.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2020.0;62.0;3.0;40.0;herbaceous/fruit tree/citrus
Baglio del Cristo di Campobello;Adènzia Bianco;3.9;136;14.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Sicilia;Grillo;2019.0;58.0;5.0;42.0;citrus/fruit tree/herbaceous
Capanna;SanGioBì Bianco Toscana;3.8;27;14.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Sangiovese;2020.0;43.0;24.0;70.0;citrus/fruit tree/herbaceous
Ceretto;Arneis Langhe Blange;3.8;44;16.9;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Arneis;2021.0;56.0;26.0;52.0;fruit tree/citrus/herbaceous
Guido Marsella;Fiano di Avellino;4.1;203;19.8;Seafood / Vegetarian / Appetizers and snacks;Italy;Fiano de Avellino;Fiano;2018.0;63.0;5.0;43.0;herbaceous/citrus/fruit tree
Kuen Hof;Südtirol Eisacktaler Sylvaner;3.8;103;19.34;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sylvaner;2018.0;63.0;23.0;52.0;fruit tree/herbaceous/citrus
Olivini;Lugana Bianco;3.8;138;9.78;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Trebbiano;2020.0;58.0;22.0;49.0;citrus/fruit tree/herbaceous
Peter Zemmer;Pinot Grigio Riserva Giatl;4.1;83;26.0;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2018.0;51.0;17.0;43.0;fruit tree/herbaceous/wood
Terlan (Terlano);Tradition Müller Thurgau;3.8;109;9.58;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2018.0;29.0;17.0;35.0;fruit tree/citrus/tropical note
Castello di Monsanto;Fabrizio Bianchi Chardonnay;4.1;31;15.8;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Chardonnay;2020.0;51.0;23.0;63.0;wood/fruit tree/herbaceous
Attems;Pinot Grigio;3.8;399;14.72;Seafood / Vegetarian / Mushrooms;Italy;Friuli-Venezia Giulia;Pinot Grigio;2019.0;42.0;13.0;42.0;fruit tree/citrus/herbaceous
Feudi di San Gregorio;Fiano Di Avellino;3.8;31;9.8;Seafood / Vegetarian / Appetizers and snacks;Italy;Fiano de Avellino;Fiano;2021.0;60.0;6.0;37.0;fruit tree/citrus/herbaceous
Firriato;Santagostino Baglio Sorìa White;3.8;147;13.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Chardonnay;2019.0;60.0;8.0;34.0;fruit tree/citrus/wood
Sella & Mosca;Parallelo 41 Alghero;4.3;88;15.82;Seafood / Vegetarian / Appetizers and snacks;Italy;Alghero;Miscela;2020.0;62.0;13.0;30.0;wood/citrus/herbaceous
Poderi Mattioli;Ylice Verdicchio dei Castelli di Jesi Classico Superiore;4.0;131;15.58;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi;Verdicchio;2018.0;51.0;24.0;63.0;spezie/citrus/fruit tree
Tamellini;Soave;3.8;778;11.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Valpolicella;Garganega;2020.0;31.0;0.0;58.0;fruit tree/citrus/herbaceous
Andrian;Somereto Chardonnay;3.8;54;10.4;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Chardonnay;2020.0;56.0;23.0;53.0;fruit tree/wood/yeasts
Vie di Romans;Dessimis Pinot Grigio;4.3;120;25.6;Seafood / Vegetarian / Mushrooms;Italy;Friuli Isonzo;Pinot Grigio;2020.0;48.0;18.0;39.0;fruit tree/citrus/wood
Colterenzio (Schreckbichl);Müller Thurgau;3.8;66;8.88;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2019.0;30.0;10.0;36.0;fruit tree/citrus/herbaceous
Colli di Lapio di Romano Clelia;Fiano di Avellino;3.9;71;14.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Fiano de Avellino;Fiano;2020.0;61.0;6.0;39.0;herbaceous/fruit tree/citrus
Elena Walch;Vigna 'Castel Ringberg' Sauvignon;4.0;59;21.7;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2020.0;59.0;18.0;52.0;citrus/fruit tree/tropical note
Vite Colte;Fosche Chardonnay;3.7;76;9.9;Pasta / Seafood / Hard and aged cheese;Italy;Piemonte;Chardonnay;2020.0;61.0;25.0;45.0;citrus/fruit tree/herbaceous
Tenuta Santa Caterina;Salidoro;4.0;28;17.8;Pasta / Seafood / Hard and aged cheese;Italy;Monferrato;Miscela;2019.0;64.0;32.0;53.0;wood/herbaceous/tropical note
Monte Tondo;Mito Soave;3.8;120;8.18;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave;Garganega;2020.0;29.0;0.0;58.0;citrus/fruit tree/herbaceous
La Contralta;Fiore del Sasso;4.2;33;23.24;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Gallura;Vermentino;2019.0;60.0;17.0;38.0;wood/fruit tree/yeasts
Gravner;Breg Anfora Bianco;4.1;78;348.0;Pasta / Seafood / Hard and aged cheese;Italy;Venezia Giulia;Ribolla Gialla;2001.0;69.0;23.0;52.0;citrus/herbaceous/wood
Planeta;Chardonnay;4.2;2543;24.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Menfi;Chardonnay;2019.0;68.0;13.0;29.0;wood/fruit tree/citrus
Franz Haas;Sofi Müller Thurgau;3.9;46;8.48;Seafood / Spicy foods / Vegetarian;Italy;Vigneti delle Dolomiti;Müller-Thurgau;2020.0;55.0;17.0;50.0;fruit tree/citrus/vegetale
Alois Lageder;Pinot Bianco;3.7;143;10.4;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Weissburgunder;2020.0;34.0;1.0;60.0;fruit tree/citrus/herbaceous
Bellavista;Uccellanda Curtefranca;4.2;27;33.38;Pasta / Seafood / Hard and aged cheese;Italy;Curtefranca;Chardonnay;2016.0;64.0;27.0;49.0;wood/fruit tree/citrus
Livon;Braide Alte;4.2;169;28.99;Pasta / Seafood / Hard and aged cheese;Italy;Venezia Giulia;Miscela;2018.0;67.0;32.0;45.0;wood/citrus/fruit tree
Salvetta;Nosiola;4.0;101;21.75;Pasta / Seafood / Hard and aged cheese;Italy;Vigneti delle Dolomiti;Nosiola;2016.0;54.0;26.0;51.0;herbaceous/fruit tree/citrus
Torre Rosazza;Sauvignon;3.8;43;8.26;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Sauvignon Blanc;2019.0;52.0;25.0;50.0;fruit tree/citrus/herbaceous
Lvnae;Colli di Luni Vermentino;3.8;44;12.78;Pasta / Seafood / Hard and aged cheese;Italy;Liguria;Vermentino;2021.0;57.0;23.0;55.0;fruit tree/citrus/herbaceous
Tormaresca;Fiano Salento Roycello;3.8;49;10.19;Seafood / Vegetarian / Appetizers and snacks;Italy;Salento;Fiano;2019.0;58.0;10.0;40.0;fruit tree/citrus/wood
Feudi Studi;Arianiello;3.9;42;29.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Fiano de Avellino;Fiano;2015.0;64.0;5.0;37.0;herbaceous/fruit tree/citrus
Cantine Pellegrino;Gibelè Terre Siciliane;4.1;471;10.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Zibibbo;2020.0;65.0;19.0;34.0;fruit tree/Floreale/citrus
Suavia;Monte Carbonare;4.0;256;14.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave Classico;Garganega;2019.0;32.0;3.0;59.0;herbaceous/fruit tree/citrus
Progetto Calcarius;Nù Litr Bianco;3.8;319;14.38;Seafood / Vegetarian / Appetizers and snacks;Italy;Puglia;Bombino Bianco;2020.0;56.0;4.0;37.0;citrus/fruit tree/herbaceous
ColleMassari;Melacce Montecucco Vermentino;3.7;257;9.99;Pasta / Vegetarian / Appetizers and snacks;Italy;Montecucco;Vermentino;2019.0;43.0;24.0;65.0;citrus/fruit tree/herbaceous
Tiefenbrunner;Feldmarschall von Fenner Müller;4.2;25;39.9;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2019.0;36.0;20.0;30.0;fruit tree/herbaceous/citrus
Elena Walch;Pinot Grigio (Selezione);3.9;35;12.9;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2021.0;40.0;11.0;42.0;fruit tree/citrus/herbaceous
Bertani;Duè Uvè Bianca;4.0;180;7.79;na / na / na;Italy;delle Venezie;Miscela;2020.0;;;;
Kellerei Eisacktal - Cantina Valle Isarco;Aristos Grüner Veltliner;4.0;49;15.75;Pasta / Seafood / Hard and aged cheese;Italy;Trentino-Alto Adige;Grüner Veltliner;2019.0;62.0;23.0;52.0;citrus/fruit tree/herbaceous
Tenuta Ulisse;Pinot Grigio;4.1;52;15.1;Pasta / Vegetarian / Appetizers and snacks;Italy;Terre di Chieti;Pinot Grigio;2020.0;39.0;16.0;58.0;fruit tree/citrus/herbaceous
Vigna Traverso;Sauvignon;3.9;44;15.99;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Sauvignon Blanc;2017.0;62.0;16.0;51.0;tropical note/citrus/vegetale
Bellavista;Alma Terra;3.8;134;14.95;Pasta / Seafood / Hard and aged cheese;Italy;Franciacorta;Chardonnay;2019.0;55.0;20.0;46.0;citrus/herbaceous/fruit tree
Castello di Verduno;Bellis Perennis Bianco;3.9;42;11.9;Pasta / Seafood / Hard and aged cheese;Italy;Vino d'Italia;Pelaverga;2019.0;60.0;19.0;55.0;fruit tree/citrus/herbaceous
Montonale;Montunal;4.1;285;15.28;Pasta / Seafood / Hard and aged cheese;Italy;Lombardia;Trebbiano;2019.0;57.0;20.0;53.0;fruit tree/citrus/herbaceous
Vagnoni;Vernaccia di San Gimignano;3.9;64;10.62;Pasta / Vegetarian / Appetizers and snacks;Italy;Vernaccia di San Gimignano;Vernaccia di San Gimignano;2020.0;43.0;17.0;68.0;fruit tree/citrus/herbaceous
Palazzone;Terre Vineate Orvieto Classico Superiore;3.9;58;10.4;Pasta / Vegetarian / Appetizers and snacks;Italy;Orvieto Classico;Miscela;2020.0;43.0;24.0;66.0;fruit tree/citrus/herbaceous
Vesevo;Greco di Tufo;4.0;301;12.7;Seafood / Vegetarian / Appetizers and snacks;Italy;Greco di Tufo;Greco;2020.0;61.0;5.0;33.0;fruit tree/citrus/herbaceous
Villscheider;Kerner;4.0;59;17.9;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Kerner;2018.0;56.0;22.0;51.0;fruit tree/citrus/tropical note
Frescobaldi;Gorgona;4.3;51;79.0;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Miscela;2018.0;47.0;23.0;64.0;herbaceous/fruit tree/tropical note
Köfererhof;Sylvaner;3.8;66;13.7;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Silvaner;2019.0;60.0;24.0;53.0;fruit tree/citrus/herbaceous
Primosic;Friulano;3.8;32;11.9;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Friulano;2020.0;64.0;15.0;52.0;fruit tree/herbaceous/citrus
Skerk;Ograde;4.2;47;32.85;Pasta / Seafood / Hard and aged cheese;Italy;Friuli-Venezia Giulia;Miscela;2019.0;61.0;21.0;52.0;citrus/fruit tree/herbaceous
Taschlerhof;Sylvaner;3.9;51;17.7;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sylvaner;2018.0;59.0;17.0;55.0;herbaceous/fruit tree/citrus
Arnaldo-Caprai;Cuvée Secrète Umbria;4.3;39;26.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Umbria;Grechetto;2019.0;52.0;18.0;65.0;wood/spezie/herbaceous
La Tosa;Sorriso di Cielo;4.2;111;14.98;Pasta / Seafood / Hard and aged cheese;Italy;Colli Piacentini;Malvasia di Candia Aromatica;2020.0;61.0;32.0;50.0;tropical note/fruit tree/citrus
Fattoria Pagano;Pectus Falerno del Massico;3.9;27;15.8;Seafood / Vegetarian / Appetizers and snacks;Italy;Falerno del Massico;Falanghina;2019.0;63.0;0.0;45.0;citrus/herbaceous/fruit tree
Cottanera;Etna Calderara Bianco;3.9;179;22.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2018.0;59.0;2.0;38.0;fruit tree/citrus/herbaceous
Andrea Felici;Verdicchio dei Castelli di Jesi Classico Superiore;3.8;241;14.52;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi;Verdicchio;2020.0;44.0;20.0;66.0;citrus/fruit tree/herbaceous
Boffa;Roero Arneis;3.8;27;13.98;Pasta / Seafood / Hard and aged cheese;Italy;Roero;Arneis;2020.0;62.0;29.0;48.0;citrus/fruit tree/herbaceous
Caparzo;Le Grance White Blend;4.1;41;12.8;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Miscela;2017.0;45.0;27.0;60.0;wood/herbaceous/fruit tree
Ottella;Molceo Lugana Riserva;4.2;35;18.25;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Trebbiano;2019.0;60.0;24.0;54.0;citrus/fruit tree/tropical note
Elena Walch;Cardellino Chardonnay;3.9;335;18.98;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Chardonnay;2019.0;52.0;25.0;52.0;fruit tree/citrus/wood
J. Hofstätter;Müller Thurgau Alto Adige;3.7;148;10.6;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2019.0;35.0;11.0;37.0;fruit tree/vegetale/tropical note
Alois Lageder;Pinot Grigio;3.8;331;11.9;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2020.0;42.0;13.0;43.0;fruit tree/citrus/herbaceous
Primosic;Friulano;3.8;42;15.3;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Friulano;2019.0;64.0;15.0;52.0;fruit tree/herbaceous/citrus
Marco Felluga;Russiz Superiore Pinot Grigio Collio;3.9;30;17.2;Seafood / Vegetarian / Mushrooms;Italy;Collio;Pinot Gris;2020.0;43.0;13.0;38.0;fruit tree/citrus/herbaceous
Santa Cristina;Campogrande Orvieto Classico;3.9;217;6.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Umbria;Procanico;2020.0;39.0;23.0;66.0;fruit tree/citrus/herbaceous
Tenuta Ronc Alto;Ribolla Gialla;3.8;25;15.35;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Ribolla Gialla;2020.0;50.0;21.0;51.0;fruit tree/wood/citrus
La Distesa;Nur;4.0;45;21.58;Pasta / Vegetarian / Appetizers and snacks;Italy;Marche;Miscela;2019.0;49.0;24.0;66.0;citrus/fruit tree/herbaceous
Simone Capecci;Tufilla Passerina;3.8;125;8.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Marche;Passerina;2020.0;37.0;19.0;64.0;fruit tree/citrus/herbaceous
Taschlerhof;Sylvaner;3.9;29;17.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sylvaner;2019.0;59.0;17.0;55.0;herbaceous/fruit tree/citrus
Terlan (Terlano);Rarity Pinot Bianco;4.3;44;290.0;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Trentino;Miscela;2007.0;42.0;0.0;58.0;fruit tree/wood/citrus
Conte d'Attimis Maniago;Ronco Broilo;4.2;32;22.0;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Miscela;2015.0;64.0;24.0;40.0;wood/fruit tree/spezie
Elena Walch;Gewürztraminer Vigna Kastelaz;4.3;175;65.0;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2014.0;63.0;39.0;31.0;fruit tree/tropical note/herbaceous
La Raia;Gavi;3.8;210;12.0;Pasta / Seafood / Appetizers and snacks;Italy;Gavi;Cortese;2020.0;20.0;0.0;79.0;citrus/fruit tree/herbaceous
Les Crêtes;Fleur Petite Arvine;4.2;52;23.8;Pasta / Seafood / Hard and aged cheese;Italy;Valle d'Aosta;Petite Arvine;2019.0;62.0;12.0;60.0;herbaceous/fruit tree/citrus
Tenuta Scuotto;Fiano di Avellino;3.8;39;25.3;Seafood / Vegetarian / Appetizers and snacks;Italy;Fiano de Avellino;Fiano;2019.0;63.0;10.0;42.0;fruit tree/herbaceous/citrus
Ornellaia;Poggio alle Gazze;4.2;677;45.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Sauvignon Blanc;2016.0;45.0;23.0;65.0;fruit tree/citrus/herbaceous
Livio Felluga;Ribolla Gialla;4.1;277;21.48;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Ribolla Gialla;2020.0;52.0;20.0;53.0;fruit tree/citrus/herbaceous
Taschlerhof;Kerner;4.1;141;19.28;Pasta / Seafood / Hard and aged cheese;Italy;Trentino-Alto Adige;Kerner;2018.0;64.0;18.0;55.0;fruit tree/herbaceous/tropical note
Elena Walch;Pinot Bianco (Selezione);3.9;115;13.68;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Pinot Blanc;2020.0;43.0;1.0;60.0;fruit tree/citrus/herbaceous
Kellerei Meran;Weissburgunder Five Years Riserva;4.4;61;54.0;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Weissburgunder;2011.0;43.0;4.0;59.0;wood/fruit tree/herbaceous
Terre del Marchesato;Emilio Primo Bianco;3.8;92;11.99;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Vermentino;2020.0;41.0;30.0;64.0;citrus/fruit tree/herbaceous
Carpineto;Farnito Chardonnay Toscana;3.9;63;13.5;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Chardonnay;2018.0;46.0;28.0;58.0;wood/fruit tree/citrus
La Guardiense;Janare Pietralata Sannio Greco;3.8;54;10.55;Seafood / Vegetarian / Appetizers and snacks;Italy;Sannio;Greco;2017.0;68.0;5.0;32.0;citrus/fruit tree/herbaceous
St. Michael-Eppan;Sanct Valentin Sauvignon;4.3;639;22.95;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2020.0;62.0;22.0;53.0;fruit tree/citrus/herbaceous
Kettmeir;Pinot Bianco;3.8;121;13.6;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Pinot Blanc;2017.0;44.0;0.0;57.0;fruit tree/citrus/herbaceous
Damilano;Arneis Langhe;3.8;182;12.5;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Arneis;2019.0;59.0;20.0;51.0;fruit tree/citrus/herbaceous
Borgo San Daniele;Arbis Blanc;4.1;27;56.6;Pasta / Seafood / Hard and aged cheese;Italy;Friuli Isonzo;Miscela;2015.0;63.0;26.0;45.0;wood/herbaceous/fruit tree
Cantine Astroni;Colle Imperatrice Campi Flegrei Falanghina;3.8;38;11.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Campi Flegrei;Falanghina;2020.0;59.0;3.0;41.0;fruit tree/herbaceous/citrus
Sella & Mosca;Terre Bianche Cuvee 161 Torbato Alghero;3.8;57;11.38;Seafood / Vegetarian / Appetizers and snacks;Italy;Alghero;Torbato;2018.0;61.0;5.0;37.0;wood/fruit tree/herbaceous
Tenuta Sant'Agostino;Scomposto;4.2;26;17.48;Seafood / Vegetarian / Appetizers and snacks;Italy;Campania;Malvasia;2017.0;55.0;24.0;30.0;fruit tree/herbaceous
Conterno Fantino;Chardonnay Langhe Bastia;3.9;52;26.88;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Chardonnay;2017.0;62.0;23.0;50.0;wood/citrus/herbaceous
Feudi di San Gregorio;Greco Di Tufo Cutizzi;4.2;30;12.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Greco di Tufo;Greco;2021.0;60.0;6.0;45.0;fruit tree/herbaceous/citrus
Jermann;Vintage Tunina;4.3;1049;48.5;Pasta / Seafood / Hard and aged cheese;Italy;Venezia Giulia;Ribolla Gialla;2017.0;65.0;27.0;49.0;fruit tree/herbaceous/citrus
Valentini;Trebbiano d'Abruzzo;4.4;68;97.5;Pasta / Vegetarian / Appetizers and snacks;Italy;Trebbiano d'Abruzzo;Trebbiano;2017.0;51.0;24.0;66.0;herbaceous/fruit tree/citrus
Depperu;Ruinas Colli del Limbara;4.2;332;23.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Gallura;Vermentino;2020.0;67.0;19.0;37.0;fruit tree/herbaceous/tropical note
Terlan (Terlano);Chardonnay Kreuth;4.1;106;17.4;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Chardonnay;2020.0;64.0;23.0;50.0;wood/fruit tree/citrus
La Colombera - Piercarlo Semino;Il Montino;3.9;41;22.9;Pasta / Seafood / Hard and aged cheese;Italy;Colli Tortonesi;Timorasso;2019.0;66.0;20.0;53.0;herbaceous/fruit tree/citrus
Antonio Camillo;Vermentino Toscana;3.7;181;12.65;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Vermentino;2018.0;41.0;20.0;55.0;fruit tree/herbaceous/citrus
Maccone;Negroamaro Bianco;3.8;72;13.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Puglia;Negroamaro;2019.0;58.0;9.0;40.0;citrus/fruit tree/tropical note
Panizzi;Vernaccia di San Gimignano Blanco;3.7;246;9.8;Pasta / Vegetarian / Appetizers and snacks;Italy;Vernaccia di San Gimignano;Vernaccia di San Gimignano;2020.0;44.0;18.0;66.0;fruit tree/citrus/herbaceous
Castellari Bergaglio;Pilin Gavi;4.4;49;19.38;Pasta / Seafood / Appetizers and snacks;Italy;Gavi;Cortese;2014.0;;;;
Bastianich;Vespa Bianco;4.1;265;22.55;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Chardonnay;2017.0;67.0;28.0;48.0;herbaceous/fruit tree/wood
Franz Haas;Gewürztraminer;4.1;108;18.63;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2020.0;66.0;38.0;30.0;tropical note/fruit tree/citrus
Cembra;Sauvignon;4.1;141;12.7;Pasta / Seafood / Hard and aged cheese;Italy;Trentino;Sauvignon Blanc;2019.0;62.0;22.0;50.0;citrus/fruit tree/tropical note
Ettore Germano;Hérzu Langhe Riesling;4.0;65;21.0;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Riesling Renano;2020.0;60.0;22.0;55.0;herbaceous/citrus/fruit tree
Gravner;Breg Anfora Bianco;4.2;169;177.0;Pasta / Seafood / Hard and aged cheese;Italy;Venezia Giulia;Miscela;2009.0;69.0;23.0;52.0;citrus/herbaceous/wood
Nec Otium;I Vini di Jacopo Chardonnay;3.9;72;12.78;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Chardonnay;2018.0;64.0;21.0;39.0;wood/citrus/fruit tree
Umani Ronchi;Vellodoro Pecorino Terre di Chieti;3.8;1508;11.1;Pasta / Vegetarian / Appetizers and snacks;Italy;Terre di Chieti;Pecorino;2019.0;41.0;22.0;67.0;citrus/fruit tree/herbaceous
Cascina Montagnola;Dunin;4.0;30;20.58;Pasta / Seafood / Hard and aged cheese;Italy;Colli Tortonesi;Cortese;2016.0;67.0;17.0;50.0;fruit tree/vegetale/herbaceous
Vie di Romans;Dessimis Pinot Grigio;4.2;762;29.0;Seafood / Vegetarian / Mushrooms;Italy;Friuli Isonzo;Pinot Gris;2015.0;48.0;18.0;39.0;fruit tree/citrus/wood
Giovanni Almondo;Vigne Sparse Arneis Roero;3.8;108;12.75;Pasta / Seafood / Hard and aged cheese;Italy;Roero;Arneis;2020.0;61.0;22.0;53.0;fruit tree/citrus/herbaceous
Ca'Liptra;Kypra Verdicchio dei Castelli di Jesi Classico Superiore;3.8;50;14.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi;Verdicchio;2019.0;46.0;18.0;67.0;herbaceous/fruit tree/citrus
Casata Merge;Sesto 21 Sauvignon;4.5;93;15.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Lazio;Sauvignon Blanc;2020.0;41.0;23.0;69.0;fruit tree/citrus/herbaceous
Terlan (Terlano);Grande Cuvée I Terlaner;4.5;30;290.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Miscela;2015.0;61.0;26.0;48.0;fruit tree/wood/herbaceous
